,priceHistory,zestimate,zipcode,state,timeOnZillow,price,city,livingArea,bathrooms,bedrooms,description,streetAddress,taxHistory,county,zpid,homeType,yearBuilt,rentZestimate
0,"[{'priceChangeRate': 0, 'date': '2019-02-27', 'source': 'Public Record', 'postingIsRental': False, 'time': 1551225600000, 'sellerAgent': {'name': 'Thomas ""Tom"" Miller', 'photo': {'url': 'https://photos.zillowstatic.com/h_e/ISvwwb6rbltmrn0000000000.jpg'}, 'profileUrl': '/profile/user8229480/'}, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Public Record', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 103, 'buyerAgent': {'name': 'Jeff Krider', 'photo': {'url': 'https://photos.zillowstatic.com/h_e/ISnedey0qh038n0000000000.jpg'}, 'profileUrl': '/profile/TheColumbusAgent/'}, 'event': 'Sold', 'price': 369900}, {'priceChangeRate': 0, 'date': '2019-01-17', 'source': 'RE/MAX Connection, Realtors', 'postingIsRental': False, 'time': 1547683200000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'RE/MAX Connection, Realtors', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 103, 'buyerAgent': None, 'event': 'Pending sale', 'price': 369900}, {'priceChangeRate': 0.29380902413431, 'date': '2019-01-07', 'source': 'RE/MAX Connection, Realtors', 'postingIsRental': False, 'time': 1546819200000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'RE/MAX Connection, Realtors', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 103, 'buyerAgent': None, 'event': 'Listed for sale', 'price': 369900}, {'priceChangeRate': 0, 'date': '2006-03-21', 'source': 'Public Record', 'postingIsRental': False, 'time': 1142899200000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Public Record', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 79, 'buyerAgent': None, 'event': 'Sold', 'price': 285900}]",497500,43082,OH,2 days,489900,Westerville,3601,4,4,"Beautifully and meticulously maintained home in Millstone Creek! Popular ''Everett'' model. Walking distance to Millstone Creek Park and walking/biking trails. Updated flooring in kitchen and entry space. Kitchen has granite countertops with stainless steel appliances and refinished cabinets. Rear living room with gas fireplace overlooks the beautiful backyard with paver patio and views of the pond. First floor laundry room and den for extra room or home office. Four large bedrooms upstairs. Fully finished basement has a bar space and extra FULL bathroom. Lower level great as a home theater area, exercise/rec or game room. Unfinished space for extra storage area as well. Come take a look!",815 Keyham Terrace Dr,"[{'time': 1587331673026, 'valueIncreaseRate': 0.07787832, 'taxIncreaseRate': 0.008075896, 'taxPaid': 7960.11, 'value': 111970}, {'time': 1555709273026, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.12965265, 'taxPaid': 7896.34, 'value': 103880}, {'time': 1524173273026, 'valueIncreaseRate': 0.097981185, 'taxIncreaseRate': 0.021241365, 'taxPaid': 6990.06, 'value': 103880}, {'time': 1492637273026, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 6844.67, 'value': 94610}, {'time': 1461101273026, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.04212865, 'taxPaid': 6844.67, 'value': 94610}, {'time': 1429478873026, 'valueIncreaseRate': 0, 'taxIncreaseRate': -0.00919904, 'taxPaid': 6567.97, 'value': 94610}, {'time': 1397942873026, 'valueIncreaseRate': 0.031733915, 'taxIncreaseRate': 0.034406118, 'taxPaid': 6628.95, 'value': 94610}, {'time': 1366406873026, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.009941104, 'taxPaid': 6408.46, 'value': 91700}, {'time': 1334870873026, 'valueIncreaseRate': 0, 'taxIncreaseRate': -0.009793833, 'taxPaid': 6345.38, 'value': 91700}, {'time': 1303248473026, 'valueIncreaseRate': -0.058908045, 'taxIncreaseRate': -0.015876459, 'taxPaid': 6408.14, 'value': 91700}, {'time': 1271712473026, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.03580736, 'taxPaid': 6511.52, 'value': 97440}, {'time': 1240176473026, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.13542144, 'taxPaid': 6286.42, 'value': 97440}, {'time': 1208640473026, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.021038048, 'taxPaid': 5536.64, 'value': 97440}, {'time': 1177018073026, 'valueIncreaseRate': 0.20355731, 'taxIncreaseRate': 0.29620886, 'taxPaid': 5422.56, 'value': 97440}, {'time': 1145482073026, 'valueIncreaseRate': 3.6716676, 'taxIncreaseRate': 4.2156887, 'taxPaid': 4183.4, 'value': 80960}, {'time': 1113946073026, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 802.08, 'value': 17330}]",,71408215,SINGLE_FAMILY,2005,2549
