,bathrooms,timeOnZillow,description,city,state,price,rentZestimate,zpid,zestimate,zipcode,streetAddress,yearBuilt,bedrooms,priceHistory,livingArea,taxHistory,homeType,county
0,3,1 day,"Open House, Sunday, May 15 from 1 to 3 pm. This well maintained home is nestled on a quiet, treed lot with a vaulted cedar ceiling, 3 season room with tile flooring near schools, parks and Hoover Reservoir! The entry is flanked by a den with built-ins and the living room which extends into the formal dining room. The open kitchen offers plenty of counter space and cabinetry, a bayed dinette open to the family room with a fireplace and built-ins. The upper level offers large main bedroom with walk-in closet, main bath with separate vanity and walk in shower. Three additional bedrooms and full bath with double vanity. The lower level recreation room adds  additional space plus an abundance of storage in the utility area and a two car garage. Enjoy the view of a beautiful fenced in back yard.",Westerville,OH,409999,,34008853,,43081,1180 Chatham Ridge Rd,1979,4,,2516,"[{'time': 1589241796864, 'valueIncreaseRate': 0.23566961, 'taxIncreaseRate': 0.1951417, 'taxPaid': 6307.48, 'value': 94850}, {'time': 1557619396864, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.020070575, 'taxPaid': 5277.6, 'value': 76760}, {'time': 1526083396864, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 5173.76, 'value': 76760}, {'time': 1494547396864, 'valueIncreaseRate': -0.0143810995, 'taxIncreaseRate': -0.10734142, 'taxPaid': 5173.76, 'value': 76760}, {'time': 1463011396864, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.03249308, 'taxPaid': 5795.9, 'value': 77880}, {'time': 1431388996864, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 5613.5, 'value': 77880}, {'time': 1399852996864, 'valueIncreaseRate': 0.050091013, 'taxIncreaseRate': 1.1147906, 'taxPaid': 5613.5, 'value': 77880}, {'time': 1368316996864, 'valueIncreaseRate': 0, 'taxIncreaseRate': -0.45245492, 'taxPaid': 2654.4, 'value': 74165}, {'time': 1305158596864, 'valueIncreaseRate': -0.08268398, 'taxIncreaseRate': -0.04900705, 'taxPaid': 4847.82, 'value': 74165}, {'time': 1273622596864, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.17597508, 'taxPaid': 5097.64, 'value': 80850}, {'time': 1210550596864, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.035833925, 'taxPaid': 4334.82, 'value': 80850}, {'time': 1178928196864, 'valueIncreaseRate': 0, 'taxIncreaseRate': -0.1018496, 'taxPaid': 4184.86, 'value': None}, {'time': 1147392196864, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.10660336, 'taxPaid': 4659.42, 'value': None}, {'time': 1115856196864, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.015140774, 'taxPaid': 4210.56, 'value': None}, {'time': 1084320196864, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.10224228, 'taxPaid': 4147.76, 'value': None}, {'time': 1052697796864, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.0009735466, 'taxPaid': 3763.02, 'value': None}, {'time': 1021161796864, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.08339533, 'taxPaid': 3759.36, 'value': None}, {'time': 989625796864, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.008738592, 'taxPaid': 3469.98, 'value': None}, {'time': 958089796864, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 3439.92, 'value': None}]",SINGLE_FAMILY,
1,3,2 days,"Great curb appeal!  This well maintained 4 bedroom home is located on cul-de-sac lot in the desirable McDot Farms subdivision.  The home features ~ 3,000 sq feet of living space!  Vaulted ceilings with beams adorn the family room. Enjoy the cold winter days staying cozy by the fireplace. Plus, there is a dedicated home office space on the 1st floor. The 2nd floor boasts a generous size owner's suite with updated bath and large walk-in closet. On this level, there are 3 add'l bedrooms and a full updated bathroom. The 4-Season room is perfect for enjoying your morning coffee, entertaining or just relaxing. 1st flr laundry. A large unfinished partial basement can be finished in the future. Great location! Selling As-Is. Showings start on Thu, 5/12.",Westerville,OH,424000,2635.0,34010365,476000.0,43081,351 Cornhill Ct,1985,4,"[{'priceChangeRate': 0, 'date': '1998-07-30', 'source': 'Public Record', 'postingIsRental': False, 'time': 901756800000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Public Record', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 73, 'buyerAgent': None, 'event': 'Sold', 'price': 214900}]",2933,"[{'time': 1589241801665, 'valueIncreaseRate': 0.20571192, 'taxIncreaseRate': 0.13823426, 'taxPaid': 8535.96, 'value': 116520}, {'time': 1557619401665, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.020074157, 'taxPaid': 7499.3, 'value': 96640}, {'time': 1526083401665, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 7351.72, 'value': 96640}, {'time': 1494547401665, 'valueIncreaseRate': 0.07521139, 'taxIncreaseRate': -0.0243989, 'taxPaid': 7351.72, 'value': 96640}, {'time': 1463011401665, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.032491893, 'taxPaid': 7535.58, 'value': 89880}, {'time': 1431389001665, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 7298.44, 'value': 89880}, {'time': 1399853001665, 'valueIncreaseRate': 0.04987735, 'taxIncreaseRate': 1.1011169, 'taxPaid': 7298.44, 'value': 89880}, {'time': 1368317001665, 'valueIncreaseRate': 0, 'taxIncreaseRate': -0.45245728, 'taxPaid': 3473.6, 'value': 85610}, {'time': 1305158601665, 'valueIncreaseRate': -0.06960822, 'taxIncreaseRate': -0.02490617, 'taxPaid': 6343.98, 'value': 85610}, {'time': 1273622601665, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.17597662, 'taxPaid': 6506.02, 'value': 92015}, {'time': 1210550601665, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.035827935, 'taxPaid': 5532.44, 'value': 92015}, {'time': 1178928201665, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.0071542407, 'taxPaid': 5341.08, 'value': None}, {'time': 1147392201665, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.106600694, 'taxPaid': 5303.14, 'value': None}, {'time': 1115856201665, 'valueIncreaseRate': 0, 'taxIncreaseRate': -0.017480176, 'taxPaid': 4792.28, 'value': None}, {'time': 1084320201665, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.10223901, 'taxPaid': 4877.54, 'value': None}, {'time': 1052697801665, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.0009682037, 'taxPaid': 4425.12, 'value': None}, {'time': 1021161801665, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.08058877, 'taxPaid': 4420.84, 'value': None}, {'time': 989625801665, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.0087383045, 'taxPaid': 4091.14, 'value': None}, {'time': 958089801665, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 4055.7, 'value': None}]",SINGLE_FAMILY,
2,3,1 day,"Meticulously maintained 2-story home in the popular Millstone Creek subdivision. Welcoming foyer with hardwood floors, many windows to make the home bright and refreshing. 4 good sized bedrooms and a large bonus room, which makes a great TV room, play room, guest room, or second office. The Master suite has vaulted ceilings and a large master bath with soaking tub and separate shower. Walk to the park, jump on the bike trail, or just enjoy relaxing on the front porch or private back patio. The lower level has 9 foot ceilings, poured walls and is plumbed for a full bath. Make this your home.",Westerville,OH,449900,,102275181,,43082,667 Little Rock Rd,2012,4,"[{'priceChangeRate': -0.031151757645041, 'date': '2018-08-10', 'source': 'Public Record', 'postingIsRental': False, 'time': 1533859200000, 'sellerAgent': {'name': 'John Lubinsky', 'photo': {'url': 'https://photos.zillowstatic.com/h_e/ISjrokf9p2g9pg1000000000.jpg'}, 'profileUrl': '/profile/The-Lubinsky-Team/'}, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Public Record', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 123, 'buyerAgent': {'name': 'Jamie Maze', 'photo': {'url': 'https://photos.zillowstatic.com/h_e/ISb99yacys4r3h0000000000.jpg'}, 'profileUrl': '/profile/Jamie-Maze/'}, 'event': 'Sold', 'price': 339000}, {'priceChangeRate': 0, 'date': '2018-06-03', 'source': 'RE/MAX Affiliates, Inc.', 'postingIsRental': False, 'time': 1527984000000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'RE/MAX Affiliates, Inc.', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 127, 'buyerAgent': None, 'event': 'Pending sale', 'price': 349900}, {'priceChangeRate': 0.40128153784541, 'date': '2018-05-29', 'source': 'RE/MAX Affiliates, Inc.', 'postingIsRental': False, 'time': 1527552000000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'RE/MAX Affiliates, Inc.', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 127, 'buyerAgent': None, 'event': 'Listed for sale', 'price': 349900}, {'priceChangeRate': -0.096452027283747, 'date': '2013-01-17', 'source': 'Public Record', 'postingIsRental': False, 'time': 1358380800000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Public Record', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 91, 'buyerAgent': {'name': 'Kathy Butler', 'photo': {'url': 'https://photos.zillowstatic.com/h_e/ISi3q1bm8nmbhf1000000000.jpg'}, 'profileUrl': '/profile/kathybutlerpartners/'}, 'event': 'Sold', 'price': 249700}, {'priceChangeRate': 0, 'date': '2012-08-01', 'source': 'M/I Homes', 'postingIsRental': False, 'time': 1343779200000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'M/I Homes', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 100, 'buyerAgent': None, 'event': 'Listing removed', 'price': 276355}, {'priceChangeRate': 0.046838895412705, 'date': '2012-07-31', 'source': 'M/I Homes', 'postingIsRental': False, 'time': 1343692800000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'M/I Homes', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 100, 'buyerAgent': None, 'event': 'Price change', 'price': 276355}, {'priceChangeRate': -0.044743174539994, 'date': '2012-07-21', 'source': 'M/I Homes', 'postingIsRental': False, 'time': 1342828800000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'M/I Homes', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 96, 'buyerAgent': None, 'event': 'Price change', 'price': 263990}, {'priceChangeRate': 0, 'date': '2012-07-13', 'source': 'M/I Homes', 'postingIsRental': False, 'time': 1342137600000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'M/I Homes', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 100, 'buyerAgent': None, 'event': 'Listed for sale', 'price': 276355}]",2758,"[{'time': 1589241804093, 'valueIncreaseRate': 0.0793215, 'taxIncreaseRate': 0.034281913, 'taxPaid': 7825.76, 'value': 110080}, {'time': 1557619404093, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.016003376, 'taxPaid': 7566.37, 'value': 101990}, {'time': 1526083404093, 'valueIncreaseRate': 0.16174963, 'taxIncreaseRate': 0.070951015, 'taxPaid': 7447.19, 'value': 101990}, {'time': 1494547404093, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 6953.81, 'value': 87790}, {'time': 1463011404093, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.042414248, 'taxPaid': 6953.81, 'value': 87790}, {'time': 1431389004093, 'valueIncreaseRate': 0, 'taxIncreaseRate': -0.009255617, 'taxPaid': 6670.87, 'value': 87790}, {'time': 1399853004093, 'valueIncreaseRate': 0.032094993, 'taxIncreaseRate': 0.031650353, 'taxPaid': 6733.19, 'value': 87790}, {'time': 1368317004093, 'valueIncreaseRate': 4.5594773, 'taxIncreaseRate': 4.8438277, 'taxPaid': 6526.62, 'value': 85060}, {'time': 1336781004093, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.09382589, 'taxPaid': 1116.84, 'value': 15300}, {'time': 1305158604093, 'valueIncreaseRate': 3.4606414, 'taxIncreaseRate': 3.681093, 'taxPaid': 1021.04, 'value': 15300}, {'time': 1273622604093, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 218.12, 'value': 3430}]",SINGLE_FAMILY,
3,3,1 day,Maintained home located in desirable Sherbrooke subdivision. Large and open living spaces with eat-in dining room. Located nearby the lively shopping centers. Five minute drive from historic uptown Westerville. Beautiful home located in a beautiful neighborhood!,Westerville,OH,449000,,33723889,,43082,6488 Ridge Lake Ct,1993,4,"[{'priceChangeRate': 0.00030312215822977, 'date': '2020-07-20', 'source': 'Columbus and Central Ohio Regional MLS ', 'postingIsRental': False, 'time': 1595203200000, 'sellerAgent': {'name': 'Michele May', 'photo': {'url': 'https://photos.zillowstatic.com/h_e/IS1gu9thjsnlb4z.jpg'}, 'profileUrl': '/profile/Michele-May/'}, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Columbus and Central Ohio Regional MLS ', 'infoString3': 'https://photos.zillowstatic.com/fp/b9b8fce101be68bfcc678a89fbcc9a88-zillow_web_logo_inf_11.jpg', 'infoString1': '220017232'}, 'pricePerSquareFoot': 133, 'buyerAgent': None, 'event': 'Sold', 'price': 330000}, {'priceChangeRate': 0, 'date': '2020-06-09', 'source': 'Showtime Realty Consultants', 'postingIsRental': False, 'time': 1591660800000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Showtime Realty Consultants', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 133, 'buyerAgent': None, 'event': 'Pending sale', 'price': 329900}, {'priceChangeRate': 0.13758620689655, 'date': '2020-06-03', 'source': 'Showtime Realty Consultants', 'postingIsRental': False, 'time': 1591142400000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Showtime Realty Consultants', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 133, 'buyerAgent': None, 'event': 'Listed for sale', 'price': 329900}, {'priceChangeRate': 0, 'date': '2017-12-01', 'source': 'Coldwell Banker King Thompson - New Albany/Gahanna', 'postingIsRental': True, 'time': 1512086400000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Coldwell Banker King Thompson - New Albany/Gahanna', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': None, 'buyerAgent': None, 'event': 'Listing removed', 'price': 2000}, {'priceChangeRate': -0.088838268792711, 'date': '2017-08-25', 'source': 'Coldwell Banker King Thompson - New Albany/Gahanna', 'postingIsRental': True, 'time': 1503619200000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Coldwell Banker King Thompson - New Albany/Gahanna', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': None, 'buyerAgent': None, 'event': 'Price change', 'price': 2000}, {'priceChangeRate': 0, 'date': '2017-07-09', 'source': 'Coldwell Banker King Thompson', 'postingIsRental': True, 'time': 1499558400000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Coldwell Banker King Thompson', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': None, 'buyerAgent': None, 'event': 'Listed for rent', 'price': 2195}, {'priceChangeRate': 0, 'date': '2010-07-17', 'source': 'Keller Williams Capital Partners Realty', 'postingIsRental': False, 'time': 1279324800000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Keller Williams Capital Partners Realty', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 117, 'buyerAgent': None, 'event': 'Listing removed', 'price': 290000}, {'priceChangeRate': 0.20833333333333, 'date': '2010-01-22', 'source': 'Keller Williams Capital Partners Realty', 'postingIsRental': False, 'time': 1264118400000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Keller Williams Capital Partners Realty', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 117, 'buyerAgent': None, 'event': 'Listed for sale', 'price': 290000}, {'priceChangeRate': 0, 'date': '2002-09-17', 'source': 'Public Record', 'postingIsRental': False, 'time': 1032220800000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Public Record', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 97, 'buyerAgent': None, 'event': 'Sold', 'price': 240000}]",2483,"[{'time': 1589241806533, 'valueIncreaseRate': 0.16051844, 'taxIncreaseRate': 0.11191693, 'taxPaid': 7178.38, 'value': 104760}, {'time': 1557619406533, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.030359184, 'taxPaid': 6455.86, 'value': 90270}, {'time': 1526083406533, 'valueIncreaseRate': 0.12570146, 'taxIncreaseRate': 0.046100542, 'taxPaid': 6265.64, 'value': 90270}, {'time': 1494547406533, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 5989.52, 'value': 80190}, {'time': 1463011406533, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.008000706, 'taxPaid': 5989.52, 'value': 80190}, {'time': 1431389006533, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.011669489, 'taxPaid': 5941.98, 'value': 80190}, {'time': 1399853006533, 'valueIncreaseRate': 0.031515308, 'taxIncreaseRate': 0.037380364, 'taxPaid': 5873.44, 'value': 80190}, {'time': 1368317006533, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.03960627, 'taxPaid': 5661.8, 'value': 77740}, {'time': 1336781006533, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.09507654, 'taxPaid': 5446.1, 'value': 77740}, {'time': 1305158606533, 'valueIncreaseRate': -0.08787985, 'taxIncreaseRate': -0.048343852, 'taxPaid': 4973.26, 'value': 77740}, {'time': 1273622606533, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.04090809, 'taxPaid': 5225.9, 'value': 85230}, {'time': 1242086606533, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.15064557, 'taxPaid': 5020.52, 'value': 85230}, {'time': 1210550606533, 'valueIncreaseRate': -0.032247078, 'taxIncreaseRate': -0.0080118375, 'taxPaid': 4363.22, 'value': 85230}, {'time': 1178928206533, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.0071578505, 'taxPaid': 4398.46, 'value': 88070}, {'time': 1147392206533, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.131065, 'taxPaid': 4367.2, 'value': 88070}, {'time': 1115856206533, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 3861.14, 'value': 88070}, {'time': 1084320206533, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1052697806533, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 6152.74, 'value': 74655}, {'time': 1021161806533, 'valueIncreaseRate': 0.100051574, 'taxIncreaseRate': 0.10258634, 'taxPaid': 6152.74, 'value': 74655}, {'time': 958089806533, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.06530479, 'taxPaid': 5580.28, 'value': 67865}, {'time': 926467406533, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 5238.2, 'value': 67865}]",SINGLE_FAMILY,
4,4,20 days,"OPEN HOUSE 5/15 1-3pm   VALUE PRICED....Spectacular setting for this home. Tucked away on  a double cul de sac with a  deep front porch over looking mature trees.  Back yard just as beautiful with a large screened in porch leading to a circular paver patio.  Interior space with hardwood floors, newer SS appliances, vaulted Family Room with sky lights and masonry fireplace flanked by built in shelving, Formal Living and Dining room, second fl has Loft and 4 nicely sized bedrooms, first fl Laundry room,  Lower Level has 500 sqft of finished space & full bath with loads of additional storage space.  Updates include newer HVAC, windows, roof & siding 2021, Kinetico water softener, sump pump 2020. Dishwasher & Refrigerator 2021.   Close to schools, shopping and parks.   Hurry Home!",Westerville,OH,440000,,34009494,,43081,655 Hickory View Ct,1985,4,"[{'priceChangeRate': -0.032967032967033, 'date': '2022-05-10', 'source': 'Columbus and Central Ohio Regional MLS ', 'postingIsRental': False, 'time': 1652140800000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Columbus and Central Ohio Regional MLS ', 'infoString3': 'https://photos.zillowstatic.com/fp/b9b8fce101be68bfcc678a89fbcc9a88-zillow_web_logo_inf_11.jpg', 'infoString1': '222012664'}, 'pricePerSquareFoot': 162, 'buyerAgent': None, 'event': 'Price change', 'price': 440000}, {'priceChangeRate': -0.021505376344086, 'date': '2022-05-04', 'source': 'Columbus and Central Ohio Regional MLS ', 'postingIsRental': False, 'time': 1651622400000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Columbus and Central Ohio Regional MLS ', 'infoString3': 'https://photos.zillowstatic.com/fp/b9b8fce101be68bfcc678a89fbcc9a88-zillow_web_logo_inf_11.jpg', 'infoString1': '222012664'}, 'pricePerSquareFoot': 167, 'buyerAgent': None, 'event': 'Price change', 'price': 455000}, {'priceChangeRate': 2.1871144619602, 'date': '2022-04-28', 'source': 'Columbus and Central Ohio Regional MLS ', 'postingIsRental': False, 'time': 1651104000000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Columbus and Central Ohio Regional MLS ', 'infoString3': 'https://photos.zillowstatic.com/fp/b9b8fce101be68bfcc678a89fbcc9a88-zillow_web_logo_inf_11.jpg', 'infoString1': '222012664'}, 'pricePerSquareFoot': 171, 'buyerAgent': None, 'event': 'Listed for sale', 'price': 465000}, {'priceChangeRate': 3.4212121212121, 'date': '1985-11-29', 'source': 'Agent Provided', 'postingIsRental': False, 'time': 502070400000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': None, 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 54, 'buyerAgent': None, 'event': 'Sold', 'price': 145900}, {'priceChangeRate': 0, 'date': '1985-05-14', 'source': 'Agent Provided', 'postingIsRental': False, 'time': 484876800000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': None, 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 12, 'buyerAgent': None, 'event': 'Sold', 'price': 33000}]",2724,"[{'time': 1589241809056, 'valueIncreaseRate': 0.2222094, 'taxIncreaseRate': 0.15380839, 'taxPaid': 7756.5, 'value': 105880}, {'time': 1557619409056, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.020072073, 'taxPaid': 6722.52, 'value': 86630}, {'time': 1526083409056, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 6590.24, 'value': 86630}, {'time': 1494547409056, 'valueIncreaseRate': 0.01642614, 'taxIncreaseRate': -0.07773862, 'taxPaid': 6590.24, 'value': 86630}, {'time': 1463011409056, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.0324991, 'taxPaid': 7145.74, 'value': 85230}, {'time': 1431389009056, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 6920.82, 'value': 85230}, {'time': 1399853009056, 'valueIncreaseRate': 0.050083164, 'taxIncreaseRate': 1.101389, 'taxPaid': 6920.82, 'value': 85230}, {'time': 1368317009056, 'valueIncreaseRate': 0, 'taxIncreaseRate': -0.4524569, 'taxPaid': 3293.45, 'value': 81165}, {'time': 1305158609056, 'valueIncreaseRate': -0.102901354, 'taxIncreaseRate': -0.059739407, 'taxPaid': 6014.96, 'value': 81165}, {'time': 1273622609056, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.17597581, 'taxPaid': 6397.12, 'value': 90475}, {'time': 1210550609056, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.035824522, 'taxPaid': 5439.84, 'value': 90475}, {'time': 1178928209056, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.007157191, 'taxPaid': 5251.7, 'value': None}, {'time': 1147392209056, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.10660302, 'taxPaid': 5214.38, 'value': None}, {'time': 1115856209056, 'valueIncreaseRate': 0, 'taxIncreaseRate': -0.054831862, 'taxPaid': 4712.06, 'value': None}, {'time': 1084320209056, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.10223256, 'taxPaid': 4985.42, 'value': None}, {'time': 1052697809056, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.000973727, 'taxPaid': 4523.02, 'value': None}, {'time': 1021161809056, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.08292671, 'taxPaid': 4518.62, 'value': None}, {'time': 989625809056, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.008732091, 'taxPaid': 4172.6, 'value': None}, {'time': 958089809056, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 4136.48, 'value': None}]",SINGLE_FAMILY,
